symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
BTT,7/31/2020,2020,FY,1.471612846,1.459868611,0.74835529,0.74835529,0,40.6735357,40.6735357,26.30817074,18.28798425,1747128049,2812407289,16.97413028,16.83866791,33.11261422,33.11261422,0.941912695,0.941912695,27.1057364,27.32379447,53.30242258,53.30242258,0.05891318,0.030199971,0.686469697,0.443277281,10.34966419,5.24265487,6.396697148,0.512618248,0.030217918,0.512922876,0.007391961,1.06E-08,0,0,0,0,0,29.39635411,0.012087263,0.035832509,0.199142778,20317162,2867710859,20317162,20317162,25347670.5,5221559.5,12794697.5,88.31865931,148.3535714,0,4.132762011,2.460338478,0,0.055491073,0
PNI,12/31/2023,2023,FY,0.335444732,0.985458114,0,0,0.504862164,13.21848515,13.21848515,13.21848515,1.38683201,85076310,99964310,7.70200163,22.62667819,0,0,0.574195902,0.574195902,26.58625266,8.542497864,0,0,0.129836379,0,0.100488641,0.090076955,1.272261152,4.100961538,17.83841463,0,0,0,0.005585106,7.81E-07,0,0,0,0,0,17.11989858,0.035162417,0.066827191,-0.830917076,6450000,148166000,-8596000,6450000,2881000,1927500,1875500.5,278.7007979,568.6891386,0.000273408,1.309648206,0.641826923,1335000,0.074551517,0
PNI,12/31/2022,2022,FY,-15.98162191,-16.0158801,2.477473459,2.477473459,0.076724061,8.29128379,8.29128379,8.29128379,1.680970649,89111550,103979550,-0.496382338,-0.497446382,3.208914296,3.208914296,0.958838245,0.958838245,-0.580443848,-0.592310694,3.744312207,3.744312207,-2.014576113,0.311631882,0.159990101,0.088644724,-0.084694302,1.629295775,-44.18550214,-0.893356925,0.07297595,-0.036223973,-0.000496824,9.28E-07,0,0,0,0,0,54.66099759,-1.681532683,-1.070258798,-6.235725756,1117000,92937000,-71908000,1117000,2420500,1112500,5078000,-5.890514575,454.0119131,959.4358795,-61.96402629,0.803943662,0.380431885,-1.931652625,0
PNI,12/31/2021,2021,FY,0.660522643,0.645153241,0.3958073,0.3958073,0.402768734,17.04927738,17.04927738,17.04927738,2.773815385,125541646.3,140715646.3,17.59271949,17.18336248,28.67557019,28.67557019,0.665717364,0.665717364,19.26028556,19.71912084,32.14153639,32.14153639,0.056841695,0.03487289,0.160938801,0.134358025,2.126401345,4.335555556,21.55891239,0.613508969,0.041930309,0.737668161,0.006296195,1.38E-07,0,0,0,0,0,15.7317012,0.007847221,0.031590737,-2.548427629,1501000,188581000,-35357000,1501000,2112000,450000,8842500,97.41992883,96.78845021,1377.622275,3.746666667,3.771111111,0.264949258,0.037840504,0
PNI,12/31/2020,2020,FY,0.468585218,0.451783001,2.566627938,2.566627938,0.804897667,16.68683528,16.68683528,16.68683528,2.600500492,121624430,135862430,24.06022354,23.19748808,4.235128839,4.235128839,0.651411716,0.651411716,25.91310891,26.87684075,4.730915454,4.730915454,0.041562374,0.236120325,0.152526124,0.127707472,2.816617211,5.055555556,8.166397415,5.681107814,0.048978647,1.178437191,0.010108716,1.69E-07,0,0,0,0,0,13.02396414,-0.005585839,0.022668771,-1.781526499,1825000,186709000,-34010000,1825000,2470000,457500,5640000,158.3082205,96.95985832,2430.460449,2.305628848,3.764444444,0.150177305,0.027074217,0
PNI,12/31/2019,2019,FY,1.569653076,1.561337625,-0.342364092,-0.342364092,0.340486409,16.77360515,16.77360515,16.77360515,6.732385551,134990880,172075880,7.730550911,7.689597266,-35.2548655,-35.2548655,0.719582934,0.719582934,9.802100826,9.854305349,-44.94016192,-44.94016192,0.129356887,-0.028364879,0.395370903,0.300387989,2.123754438,5.733333333,15.52177778,-0.219276142,0.051840539,0.400755927,0.002335517,9.30E-08,0,0,0,0,0,24.27464456,0.039626995,0.07072098,-4.784558298,2201000,187596000,-56652000,2201000,2683500,524000,4067500,55.43093136,106.343985,0,6.584771193,3.432258065,0,0.093083008,0
GS,12/31/2023,2023,FY,135.721831,24.98826291,28.49765258,21.70187793,806.1913146,344.0962441,323.2834507,343.0311033,2065.085094,1.3147E+11,5.33511E+11,15.43804791,2.842357764,13.53690445,17.77588102,1.124591899,1.124591899,11.5343844,34.21041462,54.93321829,72.13512926,0.064775029,0.056256002,5.488362345,0.390849991,25.78012183,0.87347396,0.172752719,1.140441522,0.031862682,0.491897605,0.335084533,0,0.0043208,0.238467875,0.050071345,0.47693575,0.045077183,439.1633027,0.011227097,0.005210153,-3912.651849,-1.50909E+11,1.10175E+11,-4.82524E+11,-1.30525E+11,1.42013E+11,2.46364E+11,-7.9033E+11,1172.45222,5087.948284,-8612.893004,0.311313326,0.071738151,-0.042378327,0.072845473,6.795774648
GS,12/31/2022,2022,FY,134.5214428,31.98239137,24.73161034,14.08690713,1697.162738,332.2919625,308.4833854,332.2919625,935.3763135,1.20904E+11,-38037902000,10.73653299,2.552604201,13.88425563,24.37582621,1.033368359,1.033368359,-0.803080376,-1.02013844,-4.368155949,-7.668931855,0.093139936,0.04102425,2.632478632,0.213592233,-4.262665272,1.218851279,1.63178113,0.77328834,0.030453889,0.326969186,0.319814209,0,0.005813454,0.430408819,0.079130159,1.526680244,0.086202892,488.997506,0.06843579,0.007854957,-3467.435388,72187000000,1.08617E+11,-9.22968E+11,99816000000,1.48224E+11,2.57E+11,-1.06125E+12,1043.777473,5912.575739,-26856.67924,0.349691394,0.061732824,-0.01359066,0.096247863,10.64470321
GS,12/31/2021,2021,FY,169.2981455,61.72610556,2.62767475,-10.68758916,744.721826,313.8373752,300.4194009,313.8373752,874.89301,1.34084E+11,1.74084E+11,6.197539866,2.259623098,145.5849891,-35.79385344,1.218943409,1.218943409,2.933716022,5.990700816,189.0160423,-46.47191004,0.161354347,-0.027937758,2.736363636,0.205741627,1.376509859,1.411454849,4.786548673,0.04256991,0.020323115,0.125953316,0.298606313,0,0.003214627,5.067318132,0.078649792,2.316129032,0.039569255,660.2038143,0.052639903,0.014835798,-4101.094151,1.23025E+11,1.05297E+11,-9.30975E+11,1.48114E+11,1.41E+11,2.215E+11,-8.55152E+11,990.3267665,4918.716578,-18199.58316,0.368565217,0.074206349,-0.020055404,0.196681818,13.31526391
GS,12/31/2020,2020,FY,113.4090909,26.54040404,-38.51851852,-56.22053872,439.1863075,269.3602694,255.4377104,269.3602694,771.4309764,93986244000,2.03986E+11,9.936171265,2.325298597,-6.846317308,-4.690634526,0.979023375,0.979023375,5.046790965,14.18442695,-14.85913782,-10.18047832,0.100642388,-0.213190773,2.770833333,0.228718831,7.648981295,1.137401639,1.396173641,-1.451316207,0.024854701,0.246960567,0.329275836,0,0.004266552,-0.459571678,0.156089958,3.3170347,0.047502412,401.0622565,0.026129834,0.008168126,-3391.321549,33526000000,91038000000,-7.89474E+11,63915000000,98000000000,1.83E+11,-7.21573E+11,1092.679186,4885.766347,-19898.26827,0.334041322,0.074706806,-0.018343305,0.09853125,17.7020202
GS,12/31/2019,2019,FY,89.59634015,22.78256189,64.23035522,41.50968784,357.911733,242.1959096,229.179225,242.1959096,732.9817008,85441988000,2.07442E+11,10.09236806,2.56628786,3.579771577,5.539188849,0.949355422,0.949355422,6.230611762,16.88304615,8.691217865,13.4484271,0.099084773,0.180531848,2.833333333,0.256797583,9.929193456,0.932735426,0.609058471,2.819277108,0.024624895,0.248523506,0.371027813,0,0.004871098,0.353737221,0.253589235,4.954812207,0.060611522,352.3513506,0.02453913,0.008567412,-2815.877287,-15000000000,85163000000,-6.95E+11,14083000000,2.855E+11,1.775E+11,-6.81685E+11,822.2202199,4773.20281,-18145.26229,0.44392,0.076468571,-0.020115444,0.094066667,22.72066738
ESSA,9/30/2023,2023,FY,7.125711707,1.910088467,2.144942152,2.046743698,43.13102327,197.2805917,195.8521384,22.59160836,40.98597829,145975312,435225312,7.858274765,2.106456255,6.99785772,7.333600203,0.664405994,0.664405994,6.280398159,18.71132038,20.86410892,21.86512495,0.127254395,0.136358674,1.705226938,0.163371919,12.43551161,1.11959365,0.963457924,1.12295435,0.040136924,0.315406977,0.399702737,0,0.006057789,0.0457814,0.013780863,0.451536643,0.019596242,31.15957859,0.031253786,0.008149677,43.24647072,44806000,1904702000,44806000,71611000,1558154000,0,-1616493500,8851.377726,0,0,0.041236518,0,0,0.084548583,0.098198454
ESSA,9/30/2022,2022,FY,6.988315347,2.056049739,2.326194391,2.267698905,24.23659549,21.75263744,20.31002198,21.75263744,23.95661622,189274263.4,392147263.4,9.430705702,2.774631515,8.335502859,8.550517864,0.891386162,0.891386162,5.748611227,13.86463242,17.26988433,17.71536246,0.106036603,0.116951981,1.086998498,0.123970294,7.172712488,1.025016247,9.222295298,1.131390135,0.027859044,0.262730443,0.392957664,0,0.007563579,0.025146431,0.00837047,0.261806511,0.019189047,31.72225327,0.050797871,0.010861947,-109.4032825,5774000,198255000,-1412896000,32982000,1388318000,0,-1482004500,7682.373563,0,0,0.047511358,0,0,0.094519561,0.058495486
ESSA,9/30/2021,2021,FY,6.473964982,1.651395481,1.948111754,1.907792125,40.17152232,19.79754117,18.35759751,20.29273861,0.664218129,164001756.7,11425756.72,9.985494199,2.5471253,8.464606798,8.643499353,0.812605943,0.812605943,0.177454404,0.566528992,0.589716476,0.602179652,0.100145269,0.115693883,0.004028302,0.00043676,-7.565251884,0.286037789,3.434662524,1.179676084,0.028621645,0.285801266,0.419137404,0,0.007693523,0.020696774,0.006227965,0.183440073,0.017969466,27.45915292,0.081052138,0.008891704,-101.5031329,-997236000,182576000,-1265012000,-969310000,1379517500,0,-1537314000,7601.089428,0,0,0.048019432,0,0,0.081378641,0.040319629
ESSA,9/30/2020,2020,FY,5.939801979,1.393189049,1.908580087,1.806526283,35.60295774,18.49696201,17.086764,18.49696201,13.69821047,127584465.4,97544465.39,8.850198765,2.075826777,6.460300035,6.825253592,0.666595952,0.666595952,1.587069496,5.457033029,4.93921036,5.218234922,0.112991813,0.146514703,0.657674885,0.066477952,-1.680559441,3.297745115,1.109297195,1.369936182,0.03573319,0.316245838,0.40119098,0,0.007706303,0.053471062,0.017181348,0.47761194,0.019003612,24.07944581,0.045437067,0.00767248,-102.1760074,256688000,176805000,-1333717000,285510000,1373417500,0,-1480864000,8422.056393,0,0,0.043338584,0,0,0.075319885,0.102053804
ESSA,9/30/2019,2019,FY,5.139862739,1.176074236,1.694746918,1.61741652,34.06590376,17.65630011,16.27115429,17.65630011,25.06539077,176238585.7,372278585.7,13.96170369,3.19463784,9.688762272,10.15199226,0.929979662,0.929979662,6.748211534,24.25741746,20.46611246,21.44461899,0.071624497,0.098502833,1.310139941,0.137978368,12.77383202,3.394908125,0.72475782,1.44102036,0.024205823,0.337954527,0.443127232,0,0.008262075,0.045629467,0.015045226,0.595836324,0.022549713,21.61516117,0.028833459,0.007073452,-87.71635974,257934000,174641000,-1244284000,287136000,1316862000,0,-1346215500,8790.732594,0,0,0.041520999,0,0,0.066609325,0.077330398
BBAR,12/31/2023,2023,FY,9390.730871,768.023599,2943.788029,2737.417972,9726.699502,6927.142597,6764.892154,6839.16584,7937.459416,8.66855E+11,-2.11419E+11,5.526343859,0.451973607,1.44180303,1.550498515,0.620596517,0.620596517,-0.110232608,-0.62034323,-0.351643781,-0.378153707,0.180951462,0.644953859,0.046109524,0.010540922,-3.163862543,16.17276627,0.20101886,1.918861573,0.000321078,0.001774388,0.22908944,0,0.005423389,0.070103572,0.021975931,1.511766906,0,10871.26566,0.107483489,0.025811971,-12537.45275,1.9618E+12,1.38164E+12,-2.60424E+12,2.29315E+12,66900600500,64057616000,69767027500,19.8956692,0,0,18.34570108,0,0,0.112297847,206.3700571
BBAR,12/31/2022,2022,FY,1929.624365,288.1034311,553.3829614,473.0349996,4472.913714,1769.522424,1722.432154,1743.066536,1545.251357,1.40777E+11,-1.31316E+11,2.392494937,0.357212529,1.245585875,1.457156448,0.395444457,0.395444457,-0.333205785,-1.951477782,-1.161875312,-1.359227122,0.417973716,0.686268109,0.070409746,0.012841446,-4.043555249,23083.27912,0.193843294,2.038733207,0.057004006,0.136381795,0.30870806,0,0.004927179,0.145194137,0.041639172,1.495458718,0,3361.417501,0.1545184,0.030294287,-3207.372472,9.4275E+11,3.51784E+11,-6.47749E+11,1.04847E+12,29360059000,54704000,0,27.09692636,0,0,13.47016245,0,0,0.165285389,80.34796176
BBAR,12/31/2021,2021,FY,1429.467309,89.64028809,1069.436729,992.7264245,3675.347196,1554.763634,1519.70723,1524.043968,1016.197814,66058724457,-3.29644E+11,3.608221335,0.226267504,0.302441455,0.325811817,0.212226161,0.212226161,-1.12911262,-8.633212835,-1.509233351,-1.62585536,0.277144861,3.069256388,0.094730335,0.014682374,-10.36325773,11377.57764,0.15337852,8.022188057,0,0,0.378636197,0,0.003565144,0.071729634,0.05366356,1.440929737,0,1753.241044,0.053646624,0.009148798,-4494.791244,7.80035E+11,3.1038E+11,-9.10636E+11,8.86386E+11,23684428000,65634500,0,36.83491572,0,0,9.909076561,0,0,0.05881739,76.71030494
BBAR,12/31/2020,2020,FY,1414.947334,144.7009543,-145.9864294,-191.298533,2066.633077,846.5960705,835.1111245,830.6143659,698.4664417,55118802213,-1.53668E+11,1.865204009,0.190746888,-1.848780063,-1.410867066,0.32493635,0.32493635,-0.531791792,-2.359471845,5.154296754,3.933419495,0.536134383,-0.708783998,0.122058555,0.019793024,-3.205784099,7016.417884,0.436070354,-0.560137996,0,0,0.353199031,0,0.002242195,-0.310385724,0.03202388,0.774048364,0,1644.472729,0.155380637,0.028313316,-2143.199496,4.39895E+11,1.70548E+11,-4.33211E+11,4.9321E+11,13690553500,288836000,0,22.61773868,0,0,16.13777598,0,0,0.174209549,45.3121036
BBAR,12/31/2019,2019,FY,279.7185048,53.75809788,129.1455591,119.0892887,447.6817472,187.4073321,185.6739341,183.9037375,198.3909363,2.0427E+11,13275488853,6.202128482,1.191964866,2.581696439,2.799702925,1.812984524,1.812984524,0.077465807,0.289603073,0.167784475,0.181952718,0.16123497,0.357180753,0.19294177,0.035158418,-4.166513759,551.0083034,0.372653836,2.127699788,0.037249168,0.231024128,0.32235717,0,0.001717556,0.077867721,0.035951395,0.712532812,0,471.6376684,0.245032571,0.053358421,-362.5355859,2.83237E+11,1.13755E+11,-2.19742E+11,3.19793E+11,11419252500,331067000,0,20.18070923,0,0,18.08657941,0,0,0.292316505,10.05627036
BCS,12/31/2023,2023,FY,3.323794108,0.340498543,0.953318226,0.842084817,14.54412431,3.999287795,3.494658466,3.751699579,12.8855293,96183675720,48200675720,18.28934697,1.873610638,6.53244198,7.395331056,1.659913292,1.659913292,0.938925427,66.39211532,3.273612858,3.706033809,0.054676638,0.135220451,3.048597808,0.119561796,-66.0922865,5.067937182,-0.047303943,3.445016378,0.023486314,0.429549344,0.039290167,0,0.005275173,0.11668025,0.033465794,0.963004484,0.009330684,5.36121119,-0.003662303,0.003578298,-77.11777274,4.10044E+11,53975000000,-9.04875E+11,4.21255E+11,0,87000000,0,0,0,0,0,0,0,0.090758478,0.111233409
BCS,12/31/2022,2022,FY,1.52794955,0.362946183,1.850915325,1.744015184,5.161819629,4.240494704,3.736055838,4.181228188,12.38847732,1.05318E+11,-26728843394,17.76622075,4.220153735,3.483780113,3.697319874,1.542174143,1.542174143,-1.071038764,-1.547076656,-0.884153465,-0.938348022,0.056286591,0.270466185,2.838063023,0.128041969,-7.642935695,0.587566154,1.817339277,4.311323446,0.010188177,0.181005398,0.070924828,0,0.005442958,0.057755284,0.069963135,0.977603583,0.020556179,5.843382429,0.050344047,0.003937667,-83.27502602,-1.79942E+11,61021000000,-1.18809E+12,-1.68087E+11,0,143500000,0,0,0,0,0,0,0,0.086803725,0.106900141
BCS,12/31/2021,2021,FY,1.291727995,0.412658228,2.880129526,2.778863703,14.04615838,74.92840742,74.45381219,4.075478363,11.27748013,1.29884E+11,2936193090,18.53105908,5.919972338,2.655086839,2.751842054,1.876342681,1.876342681,0.133828309,0.281163755,0.060021527,0.062208799,0.053963456,0.363392949,2.7214036,0.136085416,-12.15627693,0.601627041,2.641932428,5.814000475,0.010470866,0.194036239,0.071467639,0,0.005823223,0.035160163,0.078395624,0.828516378,0.021741112,6.151426077,0.027894225,0.005092921,7.474124227,-1.57974E+11,1.2646E+12,1.26948E+11,-1.46358E+11,0,145000000,0,0,0,0,0,0,0,0.101253937,0.101265823
BCS,12/31/2020,2020,FY,1.258150289,0.137745665,3.323988439,3.247456647,11.04780347,72.68075145,72.22132948,3.803294798,8.242890173,1.0117E+11,2179723570,42.45477279,4.648062279,1.759320469,1.800781823,1.537603896,1.537603896,0.100143507,0.461708022,0.03790494,0.038798234,0.023554478,0.555314357,2.110005015,0.102875554,-20.96801525,0.475726681,0.792307692,18.76182708,0.00925178,0.392782207,0.258935955,0,0.005889528,0.023024085,0.060828816,0.76355248,0.019801525,3.433287903,0.011720582,0.001776282,5.721965318,-2.10631E+11,1.24943E+12,98990000000,-1.98647E+11,0,150500000,0,0,0,0,0,0,0,0.036217457,0.076531792
BCS,12/31/2019,2019,FY,1.257674419,0.190348837,-0.714825581,-0.819069767,8.735930233,60.79674419,60.3247093,3.745872093,8.308604651,1.23473E+11,67739800640,37.71313398,5.707877249,-10.0425214,-8.764395275,1.91641653,1.91641653,3.131462678,11.6853201,-5.509540516,-4.808333379,0.026515961,-0.114098003,2.124183209,0.120027644,-9.614110747,0.476824849,0.707059018,-2.8218958,0.015485192,0.583995113,0.243620562,0,0.007120499,-0.145831639,0.082886464,1.179605263,0.022235577,4.005371885,0.016356744,0.002891945,3.240290698,-1.64864E+11,1.03759E+12,55733000000,-1.5253E+11,0,245000000,0,0,0,0,0,0,0,0.050815627,0.104244186
MC,12/31/2023,2023,FY,12.47788755,-0.360578583,2.313425473,2.069706468,5.099194292,5.291337422,5.041224351,5.140668128,3.454839167,3844962140,3874229140,-155.6664834,4.498357575,24.26272238,27.1197877,10.91881417,10.91881417,4.532598076,-120.9373891,24.44740484,27.32621751,-0.00642399,0.036873445,0.672060339,0.200600292,-0.913594535,0.416962399,0,-6.415870445,0.047375239,-7.374736842,0.12563001,-3.99E-11,0.014522458,0.105349841,0.019532073,2.007334375,0.185070921,6.458044104,-0.064697569,-0.021245009,-4.774560431,-350763000,345329000,-566447000,-97829000,59987000,22277500,93208500,27.17382784,16.66107962,95.197342,13.43204212,21.90734384,3.834140663,-0.070142358,0.243719006
MC,12/31/2022,2022,FY,14.98175992,2.286044406,0.501684453,0.41110634,3.144369729,6.978300893,6.934646408,6.758690401,3.453357114,2523458264,2509426264,16.78445086,2.561114328,76.48233814,93.33351572,5.677135321,5.677135321,2.546872937,11.19904614,76.05704869,92.81452322,0.059578952,0.010714265,0.470192016,0.171750616,-0.06262189,0.466901051,11.9280234,0.195598819,0.069210972,1.161668163,0.118685026,2.23E-10,0.002359334,0.180547978,0.006045893,0.746959248,0.130862065,18.64510643,0.257861138,0.123842873,-7.737726989,-301291000,456067000,-494053000,-88927000,62953500,40906000,295691500,20.87059536,7.043222608,0,17.48872007,51.82286864,0,0.338237775,0.090578114
MC,12/31/2021,2021,FY,24.40552666,5.785506924,14.84313066,14.58291885,8.240933137,7.576954206,7.531473376,7.747550883,3.404646462,3945974817,3617651817,10.80458477,2.561305104,4.211375715,4.286521831,8.068356174,8.068356174,2.348192904,7.189877986,3.860970157,3.929863775,0.092553302,0.233289375,0.439448093,0.138151716,-0.652523357,0.666953513,0,2.215197954,0.121633569,1.314200206,0.06434525,2.22E-10,0.001845494,0.01753079,0.010662004,2.268157967,0.1090074,31.75734496,0.55557564,0.235194905,-3.315641222,-294910000,475428000,-486800000,-68793000,85390500,47454500,448343500,16.4819802,27.91010374,236.1884991,22.14539731,13.0777013,1.545375839,0.746753008,0.260211813
MC,12/31/2020,2020,FY,16.67548075,3.161421364,7.587775446,6.86899497,3.57944156,7.857510376,7.808736049,8.484646738,3.811680894,2645056320,2639193320,14.79081546,2.804117056,6.162543994,6.80740053,5.51113104,5.51113104,2.797901484,9.759716735,6.148884173,6.792311328,0.067609524,0.146898951,0.449244501,0.180212363,-0.021681329,0.548290559,0,1.964928263,0.106961806,1.582052329,0.099055844,3.04E-10,0.002306,0.094728749,0.043104033,8.636151232,0.141658433,24.56684204,0.308925048,0.149814231,-5.673524566,-250860000,441714000,-447474000,-21055000,78504500,20566500,265216000,39.1643008,16.28823312,198.7078528,9.319711895,22.40881483,1.836867516,0.372604949,0.718780476
MC,12/31/2019,2019,FY,14.81986476,2.086299735,4.155070543,4.026690502,3.331330046,7.81808046,-0.132390056,8.790806917,4.242476963,1607934058,1637747058,15.29981501,2.153865809,7.682180042,7.927105394,3.631065988,3.631065988,2.19380103,13.70407887,7.82461675,8.074083307,0.065360267,0.126149452,0.482603816,0.199412335,0.249464471,0.467192924,0,1.542515403,0.130091156,1.990370617,0.150728567,2.65E-10,0.373701944,0.030897199,0.0086627,1.302517623,0.16638492,20.31393138,0.160493279,0.156577071,-7.060187589,-255879000,-6669000,-453504000,349372000,62203500,17945500,112564000,27.28012388,12.03641601,168.2333311,13.37970464,30.32464146,2.169605735,0.237327444,0.128380041
EHI,5/31/2024,2023,FY,0.290468385,0.847246535,0.678017111,0.678017199,0.21704422,7.172068612,7.172068612,7.172068612,4.068273099,158164656.7,242900291.7,8.214846221,23.96129957,10.26522765,10.26522632,0.970431319,0.970431319,36.79840222,62.45507861,15.76475328,15.76475123,0.121730824,0.097416264,0.537706838,0.336665916,21.78742029,0.095748371,0.808031784,0.800259527,0.115506014,0.94886414,0.059077802,0,0,1.30E-07,3.03E-07,0,0,11.69279613,0.000200332,0.073963756,-3.91778016,-72058635,162983875,-89696179,-72058635,4363848.5,5577017,0.5,247.9588077,1506.509915,0,1.472018693,0.242281844,0,0.118131404,8.80E-08
EHI,5/31/2023,2022,FY,-0.526771118,-0.555990591,1.850455379,1.850455379,0.006601688,7.137558344,7.137558344,7.137558344,3.83898499,150998005.6,227292420.6,-11.96063407,-12.62407861,3.59371,3.59371,0.931691158,0.931691158,-19.00261778,-6.308764522,5.409495587,5.409495587,-0.083607608,0.278263967,0.513784988,0.345635839,-2.117639899,0.07746915,4.998880887,-3.328213481,0.120411319,-1.440195723,-0.044749271,7.69E-07,0,0,0,0,0,9.449303879,-0.147360869,-0.052402877,-3.325601502,-66616818,162068733,-73251059,-66616818,4566967,2110356.5,3525650.5,-129.4924431,285.5590572,0.000148759,-2.818697303,1.278194443,2453631,-0.077896469,0
EHI,5/31/2022,2021,FY,-1.327768324,-1.354266634,1.098898913,1.098898913,-0.005773683,8.497743057,8.497743057,8.497743057,4.447693177,171818538.3,248360333.3,-5.589741202,-5.701295823,6.888713703,6.888713703,0.890824769,0.890824769,-8.241111494,-4.925424389,9.957500793,9.957500793,-0.178899159,0.145164982,0.518764179,0.338512834,-1.517959083,0.072440745,21.0309784,-0.81143468,0.10620872,-0.593679257,-0.016497365,5.24E-08,0,0,0,0,0,16.09144873,-0.041085858,-0.103993391,-4.213721407,-73875891,192875798,-96932946,-73875891,5350380,4247345.5,6977716,-59.23041823,285.3904096,874.5244222,-6.162374181,1.278949775,0.417369705,-0.159367802,0
EHI,5/31/2021,2020,FY,2.659575631,2.627746687,14.459559,14.459559,-0.000197557,10.6560097,10.6560097,10.6560097,4.759231286,237640699.6,322194577.6,3.984402321,3.936718278,0.724088473,0.724088473,0.982544151,0.982544151,5.33742446,9.492048643,0.981723165,0.981723165,0.250978671,1.381046704,0.442186979,0.300891412,2.491008784,0.07348349,22.94656471,5.502645695,0.11260293,0.448655375,0.009230703,2.04E-08,0,0,0,0,0,25.10038086,0.030420261,0.1678003,-4.660066956,-85357874,241862617,-106806374,-85357874,11990390.5,8757384,13817060,35.13225746,72.70406033,81.04489232,10.38931246,5.020352348,4.503676784,0.246597625,0
EHI,5/31/2020,2019,FY,0.010655525,-0.029314474,1.005014284,1.005014284,-0.004687869,9.745686354,9.745686354,9.745686354,4.420629183,399194040.7,556679720.7,-310.4268594,854.0170436,9.054597673,9.054597673,0.933746446,0.933746446,1190.934535,-12.30027147,12.62671881,12.62671881,-0.003221371,0.11044113,0.441390663,0.300397227,-3.479768609,0.114343743,7.425125295,-34.28389318,0.085403665,-26.51159141,1.785910648,-1.84E-07,0,0,0,0,0,2.535353523,-2.150352581,-0.002047116,-4.031951336,-150522578,427518672,-181225328,-150522578,16306546.5,11357753,10364994.5,14188.66119,-90.54071323,-165.7872591,0.025724767,-4.031335595,-2.201616711,-0.003007943,0
FRES,12/31/2022,2022,FY,9.354170807,-79.13690707,-42.76327075,-43.99972282,1.406819727,-7.074750275,-13.85263846,-10.28862507,40.3858794,61720477.04,63222844.04,-4.078867522,34.50749047,-7.54827576,-7.336158942,-31.37338155,-31.37338155,35.34745344,-5.413586793,-7.73201187,-7.514731818,-0.24516609,-0.136311114,-3.735692995,1.262431218,-0.128643282,0.324021976,-33.49876676,0.540370762,0,0,39.57707964,0.791431452,0.222624833,-0.02891388,0.1321819,0.289559675,8.343904851,135.3503758,-2.274907407,-3.343702387,-32.57834188,-4111080,-2648763,-5203619,694133,1037321,365947,422582,179.8008818,80.95730169,8.064894123,2.030023414,4.508549475,45.25787871,7.69168927,1.236452068
FRES,12/31/2021,2021,FY,40.99554589,-270.5419319,-163.4465727,-172.5022418,21.33729255,3.039954724,-331.4301821,-10.37687977,140.4427654,105435890.8,109281278.8,-5.72891747,37.80684868,-9.482685226,-8.984882656,-149.3620852,-149.3620852,39.18571504,-6.823380647,-9.828531443,-9.312573347,-0.174553047,-0.111298059,-7.503669033,0.500214841,-0.240101016,0.374352214,-3.862550857,0.604145064,0,0,28.92852994,0.90092312,2.148688528,-0.05540446,0.220893975,1.442105559,12.25148845,251.328619,-3.546739964,1.51303307,-112.1361922,-6175245,-22546201,-6687534,19757244,1416225.5,376949,858562,156.2140957,176.0416474,334.6860718,2.336536907,2.073373007,1.090574215,26.07160706,9.055669073
FRES,12/31/2020,2020,FY,53.10734584,-208.3872565,-152.6930295,-159.1459696,8.242645219,8.955942806,-133.7607685,8.056800715,42.92679178,386978175,387775753,-33.19060924,130.2362204,-45.29676321,-43.46010155,858.4673054,858.4673054,130.5046427,-29.72094845,-45.39012171,-43.54967461,-0.030129004,-0.02300961,2.792403356,0.165012937,-0.06113011,0.489109423,-11.80415573,0.732736886,0,0,25.15922023,0.564435228,1.046771892,-0.042260869,0.121507487,0.81146163,5.977742149,194.360563,-7.883693897,32.67860006,-89.10997319,-3400104,-7483915,-3871984,7531010,1065219.5,291824,552007,201.3202457,107.4174025,297.961017,1.813031763,3.397959654,1.224992463,-25.86476492,6.452940125
